,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
beta_D[36],-0.0621808,0.00320302,0.211225,0.210932,-0.413802,-0.0620726,0.283407,4399.37,2822.4,4.14927,0.999795
beta_D[37],0.0936514,0.0017268,0.121197,0.122822,-0.106274,0.0924607,0.297,4936.22,2644.47,4.6556,1.00485
beta_D[38],-0.0450334,0.00135745,0.0918797,0.0950726,-0.194573,-0.0458078,0.106639,4597.41,2860.43,4.33605,1.00248
beta_D[39],0.493721,0.00866129,0.582138,0.576531,-0.436087,0.474456,1.49133,4576.02,2741.94,4.31587,1.00003
beta_D[40],-0.0505542,0.00149793,0.101808,0.102833,-0.218859,-0.0492972,0.112085,4624.4,2397.59,4.3615,1.00081
beta_D[41],0.173393,0.00615722,0.461446,0.446773,-0.581122,0.166762,0.964161,5640.56,2283.22,5.3199,1.00072
beta_D[42],-0.381042,0.00347698,0.239659,0.233058,-0.788119,-0.36986,-0.012639,4949.41,2835.36,4.66804,1.00155
beta_D[43],0.217565,0.00185108,0.124433,0.127078,0.0184325,0.213629,0.426713,4669.95,2878.76,4.40447,1.00203
beta_D[44],0.0838607,0.00412308,0.26176,0.268031,-0.318529,0.0766318,0.515559,4095.99,2944.18,3.86314,1.00014
beta_D[45],0.055166,0.00528302,0.327078,0.326936,-0.475485,0.0585729,0.595915,3905.11,2570.96,3.6831,1.00075
beta_D[46],-0.270346,0.00186242,0.135513,0.133212,-0.496366,-0.270207,-0.0468598,5305.67,3089.17,5.00405,1.00008
beta_D[47],0.170433,0.00170176,0.108636,0.108195,-0.0116953,0.171451,0.348784,4123.56,3131.29,3.88913,1.00099
beta_c[1],0.887867,0.000575606,0.0404567,0.0399511,0.82181,0.887225,0.954157,4993.85,2375.89,4.70995,1.00215
beta_c[2],1.19567,0.00149385,0.113338,0.114589,1.0117,1.19084,1.38681,5825.97,2480.69,5.49477,1.00166
beta_c[3],1.02661,0.000621994,0.0467564,0.0461691,0.949925,1.02643,1.10294,5836.58,2929.97,5.50477,1.00351
beta_c[4],1.0726,0.00084851,0.0612799,0.0610422,0.974342,1.07169,1.17479,5235.58,2631.75,4.93794,1.00053
beta_c[5],0.935176,0.00152566,0.11204,0.110294,0.75317,0.931265,1.12361,5511.24,2625.9,5.19793,1.00031
beta_c[6],1.20595,0.00111058,0.0740858,0.07269,1.08843,1.20517,1.32842,4488.88,2430.49,4.23369,1.00247
beta_c[7],1.39435,0.00182188,0.119569,0.119487,1.20739,1.39109,1.59787,4415.06,2390.41,4.16407,1.00135
beta_c[8],0.783043,0.000786361,0.0564172,0.0565672,0.691721,0.782257,0.875062,5302.56,2824.91,5.00111,1.0019
beta_c[9],0.799697,0.000871109,0.0640038,0.0627735,0.695886,0.797951,0.908575,5456.56,2659.07,5.14635,1.00036
beta_c[10],0.992818,0.00131509,0.0995837,0.0982078,0.834013,0.991254,1.15636,5947.61,2831.86,5.60949,1.00176
beta_c[11],0.989403,0.0012695,0.090558,0.0872526,0.842634,0.987688,1.14125,5207.24,2787.62,4.91121,1.00008
beta_c[12],1.0816,0.00700423,0.41931,0.40615,0.419501,1.06409,1.80006,3684.87,2681.74,3.47538,0.999946
beta_c[13],0.59779,0.00532398,0.355897,0.349401,0.00987568,0.59726,1.18624,4492.75,2804.5,4.23734,1.0014
beta_c[14],1.04658,0.00130383,0.095316,0.0931536,0.891624,1.04567,1.2046,5377.41,3038.47,5.0717,1.00113
beta_c[15],0.96643,0.00291744,0.190919,0.19104,0.655189,0.96104,1.2875,4364.64,2874.81,4.11651,1.00028
beta_c[16],0.500437,0.00498121,0.372713,0.360538,-0.0961882,0.49171,1.14424,5670.0,2784.82,5.34767,1.0024
beta_c[17],1.30694,0.00209292,0.151944,0.145724,1.06302,1.29838,1.57168,5356.87,3061.84,5.05234,1.00113
beta_c[18],0.989789,0.000463726,0.0355201,0.0355572,0.930367,0.989961,1.04726,5918.08,2968.26,5.58164,1.00088
beta_c[19],1.21777,0.000919727,0.0686024,0.0699449,1.10805,1.21616,1.33086,5682.66,2658.71,5.35961,1.00112
beta_c[20],1.23851,0.00224702,0.161802,0.15872,0.982939,1.23219,1.51811,5446.74,3416.61,5.1371,1.00181
beta_c[21],1.44063,0.00952093,0.621982,0.604257,0.465035,1.40764,2.52196,4484.05,2922.4,4.22913,0.999998
beta_c[22],0.85527,0.000857912,0.063064,0.0640343,0.753966,0.854727,0.961957,5462.78,3392.34,5.15222,1.00115
beta_c[23],0.706411,0.00164797,0.116279,0.116191,0.515546,0.704614,0.899876,5047.06,2859.08,4.76014,1.00107
beta_c[24],1.06398,0.00114187,0.0851332,0.0848331,0.925209,1.06198,1.20335,5577.6,3027.66,5.26051,1.00204
beta_c[25],0.368748,0.0108058,0.735288,0.70066,-0.821042,0.347699,1.58332,4646.54,2725.98,4.38238,1.00275
beta_c[26],0.863716,0.00425511,0.287042,0.280464,0.41039,0.8548,1.35476,4717.58,2473.74,4.44939,1.00488
beta_c[27],1.15524,0.00203927,0.138336,0.139297,0.934562,1.15245,1.38814,4715.68,2622.59,4.44759,0.999948
beta_c[28],0.336581,0.0102456,0.697175,0.698244,-0.821634,0.323092,1.5042,4739.96,2891.43,4.4705,1.00175
beta_c[29],0.76291,0.00224338,0.165236,0.167947,0.49879,0.759081,1.03689,5412.95,2977.56,5.10523,1.00037
beta_c[30],1.04058,0.0007305,0.0537012,0.0533847,0.950427,1.04025,1.13029,5445.57,2708.74,5.13599,0.999891
beta_c[31],1.057,0.00180518,0.125735,0.126915,0.853289,1.05585,1.26756,4755.19,2976.57,4.48486,1.0001
beta_c[32],1.08155,0.00110746,0.0855745,0.0866498,0.94254,1.0811,1.22503,6032.71,2739.26,5.68975,1.00136
beta_c[33],0.671373,0.00931353,0.637846,0.613044,-0.346761,0.656583,1.74197,4760.72,2581.26,4.49008,1.00177
beta_c[34],0.946713,0.00273788,0.194742,0.187854,0.631174,0.943544,1.27344,5124.01,2474.01,4.83272,1.00169
beta_c[35],1.00058,0.00121074,0.0817387,0.0820703,0.869016,1.00032,1.13612,4615.91,3088.78,4.3535,1.00118
beta_c[36],0.892834,0.00270993,0.177411,0.178439,0.60773,0.88839,1.18829,4403.42,3031.72,4.15308,1.0006
beta_c[37],0.648024,0.00158776,0.108784,0.110169,0.470329,0.648358,0.827756,4747.93,2767.47,4.47801,1.00051
beta_c[38],1.04989,0.00127453,0.0964508,0.0976815,0.892723,1.0485,1.21182,5760.06,2976.47,5.4326,1.00532
beta_c[39],1.30283,0.00695657,0.506515,0.47903,0.519393,1.26708,2.18266,5761.79,2444.02,5.43423,1.00026
beta_c[40],1.27347,0.00179217,0.121776,0.12303,1.07684,1.26994,1.48042,4665.49,2993.27,4.40026,1.00046
beta_c[41],1.01117,0.00477419,0.318681,0.308225,0.518876,0.994415,1.55838,4799.55,2610.96,4.5267,1.00434
beta_c[42],0.68263,0.0042338,0.285057,0.294475,0.222183,0.679126,1.16245,4601.67,2554.3,4.34006,1.0021
beta_c[43],1.02604,0.00180255,0.125478,0.127103,0.822455,1.02447,1.23424,5085.6,2656.28,4.79649,1.00051
beta_c[44],1.2507,0.00400891,0.266652,0.260778,0.843519,1.23649,1.70979,4819.48,2452.77,4.5455,1.00133
beta_c[45],1.11784,0.00495848,0.310987,0.300282,0.635061,1.09716,1.68189,4153.99,2489.52,3.91784,1.00203
beta_c[46],1.46857,0.00224955,0.154138,0.152311,1.22147,1.46174,1.72761,4815.79,2642.93,4.54201,1.00105
beta_c[47],1.2482,0.00150707,0.107758,0.111345,1.07538,1.24632,1.42596,5141.99,2843.61,4.84967,0.999722
beta_tau[1],0.354856,0.00037127,0.0281054,0.0284317,0.309562,0.354001,0.401938,5782.41,2610.2,5.45368,1.00038
beta_tau[2],0.444065,0.00142614,0.105492,0.102642,0.274329,0.443643,0.619961,5661.59,2911.78,5.33973,1.0011
beta_tau[3],0.116848,0.000525487,0.0382289,0.0388916,0.0535399,0.11673,0.179039,5307.44,3084.04,5.00571,0.999709
beta_tau[4],0.0753749,0.000806446,0.0618856,0.0628557,-0.0265586,0.0746468,0.177704,5990.77,3217.27,5.6502,1.00166
beta_tau[5],0.188552,0.00117811,0.0853049,0.0853132,0.0519235,0.186441,0.329264,5312.59,2872.34,5.01058,1.00077
beta_tau[6],0.313666,0.000803368,0.0611283,0.0609726,0.214761,0.311638,0.415839,5805.64,2957.51,5.47559,1.00074
beta_tau[7],-0.0256281,0.00157281,0.106933,0.108922,-0.202654,-0.0272187,0.150996,4640.7,2927.23,4.37688,1.00257
beta_tau[8],0.103681,0.000635073,0.0419049,0.0406941,0.0328729,0.103235,0.172986,4424.95,2917.76,4.17339,1.0004
beta_tau[9],0.59204,0.000779909,0.055086,0.0558778,0.503082,0.59242,0.682909,5028.69,2826.59,4.74281,1.00012
beta_tau[10],-0.0801794,0.00155885,0.106181,0.107941,-0.260263,-0.0783776,0.0911909,4697.81,2786.71,4.43074,1.00158
beta_tau[11],0.213283,0.00113217,0.0745212,0.0747989,0.0920006,0.211869,0.337115,4382.81,3007.83,4.13365,1.002
beta_tau[12],0.950517,0.00688252,0.49446,0.483414,0.135783,0.949456,1.78905,5225.25,3108.02,4.9282,1.00253
beta_tau[13],0.15103,0.00356252,0.247012,0.244815,-0.252341,0.15338,0.560722,4857.96,2707.28,4.58179,1.00008
beta_tau[14],0.534884,0.00126282,0.0856114,0.0845798,0.392591,0.533804,0.67662,4633.95,2759.6,4.37052,1.00239
beta_tau[15],0.212068,0.00277706,0.188038,0.185399,-0.0922198,0.211353,0.520193,4663.91,2783.87,4.39877,1.00076
beta_tau[16],0.393293,0.00419454,0.31674,0.315431,-0.134472,0.396578,0.902324,5713.72,2842.3,5.3889,1.00049
beta_tau[17],-0.0504619,0.00217271,0.168785,0.167628,-0.33003,-0.0548595,0.226461,6129.6,2983.34,5.78113,1.00134
beta_tau[18],0.806308,0.000451342,0.0345677,0.0333281,0.748514,0.805924,0.863284,5848.13,2892.09,5.51567,1.00119
beta_tau[19],0.29935,0.000844185,0.0608785,0.0603276,0.199919,0.298575,0.398549,5148.87,3178.65,4.85616,1.00045
beta_tau[20],0.169045,0.00233987,0.176617,0.17755,-0.111226,0.168015,0.470746,5734.17,3053.86,5.40819,1.00082
beta_tau[21],1.47614,0.00627887,0.430153,0.41648,0.793487,1.46639,2.1996,4820.99,2399.74,4.54692,1.00134
beta_tau[22],0.346766,0.000652776,0.048585,0.0495254,0.268711,0.346235,0.426977,5648.94,2960.2,5.3278,0.99991
beta_tau[23],0.445664,0.00166152,0.121384,0.11888,0.245199,0.446505,0.645972,5435.44,2712.64,5.12644,1.00112
beta_tau[24],0.0592658,0.00109856,0.0887594,0.0883256,-0.0867108,0.0601162,0.208074,6707.62,3102.85,6.3263,1.00266
beta_tau[25],0.247808,0.00602096,0.425096,0.420083,-0.439111,0.249266,0.946862,5033.15,2715.74,4.74702,1.00115
beta_tau[26],0.113225,0.00365026,0.248304,0.247949,-0.290933,0.118407,0.519473,4662.5,2937.4,4.39744,1.00028
beta_tau[27],0.958394,0.00268539,0.173917,0.172869,0.678172,0.957149,1.25134,4237.94,2526.74,3.99702,0.999991
beta_tau[28],0.960737,0.0107029,0.730842,0.736044,-0.192643,0.945447,2.16301,4713.36,2780.63,4.44541,1.00207
beta_tau[29],0.521068,0.00209006,0.14299,0.142045,0.290443,0.518572,0.759846,4734.66,2724.15,4.46549,1.00086
beta_tau[30],0.211471,0.00101419,0.0702073,0.070329,0.101776,0.209554,0.329107,4949.18,2879.58,4.66782,1.00188
beta_tau[31],0.910331,0.00171056,0.114914,0.1148,0.722489,0.909844,1.1051,4787.17,2862.47,4.51502,1.00102
beta_tau[32],0.398193,0.00114198,0.0783576,0.0796813,0.267719,0.399929,0.522918,4728.29,3150.88,4.45949,1.00028
beta_tau[33],0.644536,0.00838124,0.60023,0.595931,-0.306152,0.618456,1.66722,5175.3,3036.54,4.88109,1.0011
beta_tau[34],0.520109,0.00258079,0.183998,0.177804,0.215423,0.52185,0.815791,5037.03,3104.84,4.75068,1.00082
beta_tau[35],-0.0684146,0.000921094,0.0699681,0.0696936,-0.182359,-0.0679727,0.045779,5774.14,2805.56,5.44588,1.0008
beta_tau[36],0.42489,0.00339433,0.240585,0.243799,0.0367914,0.425112,0.820716,5001.26,2861.21,4.71694,1.00202
beta_tau[37],0.36948,0.00140988,0.0996686,0.0969621,0.203674,0.369526,0.536964,5035.64,2982.29,4.74937,1.00049
beta_tau[38],0.0964351,0.00122861,0.0840384,0.081301,-0.0394973,0.0954373,0.237195,4683.84,2724.91,4.41756,1.00055
beta_tau[39],0.170078,0.00484214,0.353748,0.357244,-0.397857,0.165304,0.752103,5259.94,2813.76,4.96092,1.00176
beta_tau[40],0.538767,0.00145207,0.109291,0.108596,0.361221,0.537542,0.723947,5673.59,3139.16,5.35105,1.00045
beta_tau[41],-0.0138818,0.00671412,0.53265,0.515981,-0.879437,-0.012583,0.852955,6338.84,2556.33,5.97848,1.00039
beta_tau[42],0.817025,0.00351857,0.247701,0.248412,0.408844,0.814517,1.22543,5017.76,2731.64,4.73251,1.0011
beta_tau[43],-0.0145636,0.00225794,0.162013,0.158262,-0.279643,-0.0150137,0.252914,5158.45,2570.49,4.8652,1.00077
beta_tau[44],0.254658,0.00295425,0.217111,0.219629,-0.103158,0.253306,0.612334,5468.77,2637.33,5.15787,1.00173
beta_tau[45],-0.371574,0.00369625,0.259936,0.255161,-0.812778,-0.368113,0.0475393,4983.09,2906.64,4.6998,1.00383
beta_tau[46],0.0233306,0.0015215,0.103592,0.102797,-0.147991,0.0249204,0.193632,4679.2,2820.03,4.41319,1.00061
beta_tau[47],0.444864,0.00141025,0.0963566,0.0966539,0.288698,0.443952,0.60421,4712.09,2873.96,4.44421,1.00127
beta_tau_D[1],-0.0115788,0.000578601,0.0413898,0.0423325,-0.0805845,-0.0118986,0.0565001,5199.15,2724.89,4.90358,1.00213
beta_tau_D[2],-0.0753695,0.00160873,0.117539,0.115624,-0.269239,-0.0766889,0.122965,5721.55,2511.52,5.39628,1.00403
beta_tau_D[3],-0.161701,0.000954772,0.0744641,0.0768967,-0.283275,-0.161129,-0.0398495,6111.4,2803.98,5.76397,1.0015
beta_tau_D[4],0.0614074,0.000985049,0.065552,0.0661401,-0.0469416,0.0616308,0.166896,4429.0,3157.75,4.17721,1.00079
beta_tau_D[5],-0.0867128,0.00196365,0.131687,0.128814,-0.314944,-0.0838662,0.122754,4634.21,2700.46,4.37076,1.00487
beta_tau_D[6],0.0803076,0.00148619,0.103783,0.108056,-0.0872893,0.0802854,0.249621,4947.13,2674.18,4.66589,1.00247
beta_tau_D[7],-0.161467,0.00221357,0.155114,0.155595,-0.417781,-0.16293,0.0954286,5028.77,2837.52,4.74289,1.00114
beta_tau_D[8],-0.119416,0.000856251,0.0587411,0.0581062,-0.216179,-0.119632,-0.022285,4755.52,3027.95,4.48517,1.00049
beta_tau_D[9],0.0341882,0.00105208,0.068246,0.0686304,-0.078349,0.0341668,0.146597,4231.01,2854.54,3.99048,1.00269
beta_tau_D[10],-0.0330461,0.00243595,0.157003,0.152746,-0.292859,-0.0321361,0.220257,4214.63,2788.2,3.97503,1.00088
beta_tau_D[11],-0.0513598,0.00146415,0.100584,0.100359,-0.218521,-0.0510704,0.107781,4749.78,3031.88,4.47976,0.999487
beta_tau_D[12],-0.526268,0.01058,0.668985,0.640356,-1.67757,-0.496134,0.540139,4071.85,2709.63,3.84036,1.00175
beta_tau_D[13],0.152615,0.00605592,0.422666,0.411561,-0.560712,0.152224,0.83794,4911.82,2817.4,4.63258,1.00036
beta_tau_D[14],-0.144125,0.00214168,0.13783,0.138488,-0.371683,-0.145001,0.0786882,4211.45,2759.29,3.97203,1.00121
beta_tau_D[15],-0.00213228,0.00490786,0.334283,0.336465,-0.544929,-0.00125857,0.556083,4692.74,2563.41,4.42596,1.00394
beta_tau_D[16],-0.899811,0.0109038,0.721573,0.713266,-2.14965,-0.850967,0.220949,4625.31,2770.09,4.36236,1.00146
beta_tau_D[17],0.0767468,0.00348138,0.249121,0.248124,-0.338666,0.0738851,0.486073,5156.78,2861.27,4.86362,1.0013
beta_tau_D[18],0.0301836,0.000566812,0.0404732,0.0400972,-0.0369979,0.0294286,0.0975848,5170.77,3081.93,4.87682,1.00261
beta_tau_D[19],0.0941626,0.0010531,0.0784895,0.079158,-0.0366882,0.0948621,0.221803,5561.53,2950.89,5.24536,1.00163
beta_tau_D[20],-0.0576093,0.00271361,0.193785,0.190726,-0.376942,-0.0557449,0.266284,5162.6,3076.33,4.86911,1.00041
beta_tau_D[21],-0.602463,0.00895906,0.50248,0.486873,-1.49942,-0.572543,0.166294,3398.02,2908.83,3.20484,1.00014
beta_tau_D[22],-0.0297803,0.000955557,0.06903,0.0690876,-0.142793,-0.0293201,0.0823947,5277.82,2781.66,4.97778,1.00024
beta_tau_D[23],-0.0104257,0.00270233,0.191593,0.187989,-0.321349,-0.0128861,0.30967,5044.07,2566.18,4.75732,1.00063
beta_tau_D[24],-0.173162,0.00187154,0.141662,0.143493,-0.405531,-0.172337,0.0586869,5829.61,2873.4,5.4982,1.0009
beta_tau_D[25],-0.0744722,0.013442,1.02098,1.03552,-1.77002,-0.0645249,1.60114,5800.18,2645.88,5.47045,1.00464
beta_tau_D[26],-0.417745,0.0069749,0.398879,0.390879,-1.10005,-0.399535,0.210052,3420.41,2265.81,3.22596,1.00271
beta_tau_D[27],0.0359866,0.00300259,0.216681,0.221511,-0.316968,0.0311975,0.402107,5238.14,3250.34,4.94036,1.00113
beta_tau_D[28],-0.597596,0.0133007,0.955671,0.945696,-2.20669,-0.576056,0.957437,5196.02,3103.82,4.90063,0.999894
beta_tau_D[29],0.063764,0.00199043,0.134837,0.134037,-0.160566,0.0677969,0.278285,4612.69,2608.27,4.35046,1.00026
beta_tau_D[30],0.0739048,0.00131,0.0941507,0.0934861,-0.0791405,0.071711,0.229908,5293.19,2919.65,4.99228,0.999998
beta_tau_D[31],0.0583866,0.00165006,0.116746,0.113242,-0.133269,0.0572229,0.249749,5060.07,2675.95,4.7724,1.00511
beta_tau_D[32],-0.0142982,0.0012377,0.0878287,0.0870818,-0.159558,-0.0154329,0.130815,5185.11,2411.84,4.89034,1.00071
beta_tau_D[33],0.149753,0.0141032,0.938704,0.965947,-1.36516,0.144378,1.70698,4448.01,2531.25,4.19514,1.00046
beta_tau_D[34],-0.676788,0.00414218,0.244067,0.249774,-1.09309,-0.669215,-0.294501,3614.39,2880.68,3.40891,1.00437
beta_tau_D[35],-0.0720868,0.00124343,0.0873931,0.0881203,-0.219879,-0.070721,0.0695423,4987.43,2942.51,4.7039,1.00035
beta_tau_D[36],-0.0588573,0.00545823,0.346564,0.350005,-0.618859,-0.0609871,0.502335,4041.02,2881.08,3.81129,0.999747
beta_tau_D[37],0.229556,0.00197622,0.139287,0.138034,0.00916603,0.226128,0.460098,5003.96,3014.92,4.71949,1.00046
beta_tau_D[38],-0.0599455,0.0015953,0.107766,0.10565,-0.238031,-0.0606638,0.120763,4631.81,2343.95,4.36849,1.00028
beta_tau_D[39],0.273787,0.00926931,0.599705,0.598785,-0.699501,0.256018,1.28331,4236.09,2659.87,3.99527,1.00062
beta_tau_D[40],-0.122096,0.00235614,0.159173,0.154495,-0.383105,-0.1271,0.146501,4628.8,2283.38,4.36565,1.00125
beta_tau_D[41],-0.0850076,0.0109211,0.895875,0.871142,-1.56002,-0.0845482,1.37842,6749.49,2815.73,6.36579,1.00235
beta_tau_D[42],-0.385009,0.00375684,0.262896,0.260521,-0.814237,-0.383357,0.038548,4948.4,3283.77,4.66709,1.0007
beta_tau_D[43],-0.352375,0.00345595,0.253204,0.248685,-0.783552,-0.343638,0.0497022,5478.37,2679.36,5.16693,1.00144
beta_tau_D[44],-0.106234,0.00530417,0.353708,0.352771,-0.690251,-0.112979,0.472252,4473.47,2953.68,4.21916,1.00078
beta_tau_D[45],-0.199353,0.00555147,0.363977,0.35224,-0.81001,-0.19969,0.393063,4380.46,2748.31,4.13143,1.00292
beta_tau_D[46],-0.0343117,0.00234887,0.171724,0.171392,-0.318457,-0.032703,0.248821,5393.62,2671.73,5.087,0.999865
beta_tau_D[47],-0.0908311,0.0017302,0.107503,0.106339,-0.267054,-0.0921553,0.0843248,4006.81,2567.79,3.77903,1.00075
gamma_no_prior,-0.0442065,0.000254154,0.0152213,0.014896,-0.0683822,-0.0443587,-0.0185017,3631.38,2993.01,3.42494,1.00025
alpha_user_raw[1],-0.181603,0.00908032,0.699105,0.710389,-1.31595,-0.181471,0.960385,5987.3,2426.08,5.64692,1.00072
alpha_user_raw[2],0.231787,0.0134014,0.99592,1.01056,-1.35238,0.219377,1.87569,5558.63,2762.62,5.24262,1.00308
alpha_user_raw[3],0.136781,0.0131054,0.926366,0.91894,-1.39033,0.13207,1.68739,5134.43,2654.44,4.84254,0.999824
alpha_user_raw[4],0.176901,0.0118807,0.87973,0.882275,-1.27407,0.167776,1.64206,5530.66,2703.35,5.21624,0.999823
alpha_user_raw[5],0.223855,0.0126063,0.960293,0.954674,-1.34865,0.223297,1.77698,5857.46,2398.67,5.52446,1.00051
alpha_user_raw[6],0.147622,0.0120196,0.943041,0.909164,-1.43355,0.139356,1.72139,6161.82,2634.01,5.81152,1.00107
alpha_user_raw[7],0.289955,0.0122918,0.969122,0.938694,-1.31208,0.274518,1.91725,6285.74,2885.27,5.9284,1.00398
alpha_user_raw[8],-0.228204,0.0132715,0.956004,0.996444,-1.77345,-0.22802,1.2995,5244.04,3100.57,4.94592,1.0013
alpha_user_raw[9],-0.234049,0.0131083,0.973753,0.964318,-1.84337,-0.230816,1.36303,5567.36,2390.23,5.25086,1.00058
alpha_user_raw[10],-0.378635,0.0112206,0.934676,0.940889,-1.926,-0.365849,1.11716,6962.93,2837.35,6.56709,1.00568
alpha_user_raw[11],0.205625,0.0131665,0.960551,0.987913,-1.36085,0.202382,1.77788,5345.6,2609.65,5.0417,1.00184
alpha_user_raw[12],0.752778,0.0118101,0.92019,0.921678,-0.75276,0.74601,2.28364,6167.63,2673.48,5.817,1.00028
alpha_user_raw[13],0.214564,0.0134626,0.965691,0.941006,-1.37313,0.211529,1.79605,5184.26,3032.68,4.88954,0.999772
alpha_user_raw[14],-0.231998,0.0124163,0.965813,0.977067,-1.81713,-0.256645,1.3358,6059.84,2608.28,5.71534,1.00263
alpha_user_raw[15],-0.146745,0.0120815,0.870535,0.859701,-1.58488,-0.140232,1.30236,5271.94,3086.36,4.97223,1.00045
alpha_user_raw[16],-0.279932,0.0130156,0.962241,0.956102,-1.86944,-0.281334,1.28975,5518.05,3079.7,5.20436,1.00184
alpha_user_raw[17],0.143276,0.0133448,0.939248,0.954104,-1.40662,0.159339,1.66656,4999.71,2722.47,4.71548,1.00205
