,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat
alpha_user_raw[24],-0.264549,0.0126843,0.995199,1.01093,-1.93962,-0.250526,1.3995,6184.42,2654.68,7.3203,1.00091
alpha_user_raw[25],0.225743,0.0133087,0.987252,0.994853,-1.38048,0.227356,1.83561,5605.6,2759.02,6.63517,1.00006
alpha_user_raw[26],-0.463955,0.0126364,0.949871,0.924637,-2.0362,-0.470065,1.10781,5710.54,2786.4,6.75937,1.00137
alpha_user_raw[27],-0.169366,0.0105222,0.853753,0.848868,-1.60177,-0.170041,1.23058,6572.41,2844.48,7.77954,1.00009
alpha_user_raw[28],-1.10375,0.00984231,0.777668,0.792496,-2.37349,-1.09462,0.171523,6310.25,2553.29,7.46923,1.00046
alpha_user_raw[29],0.276634,0.0107641,0.90673,0.902284,-1.21042,0.257966,1.79481,7187.44,2950.86,8.50754,1.00047
alpha_user_raw[30],-0.341145,0.00953882,0.797663,0.801384,-1.67289,-0.336121,1.00686,7062.92,2667.39,8.36014,1.00139
alpha_user_raw[31],-0.00645898,0.0113107,0.93821,0.951779,-1.53756,-0.0127366,1.54025,6930.77,2554.55,8.20372,1.00135
alpha_user_raw[32],-0.228099,0.0112017,0.920039,0.919797,-1.74831,-0.210206,1.27485,6726.03,2984.66,7.96138,0.999913
alpha_user_raw[33],-0.718897,0.0101622,0.817042,0.807578,-2.10707,-0.726993,0.627866,6575.51,2669.15,7.78321,0.999726
alpha_user_raw[34],-1.2316,0.00957035,0.788185,0.786985,-2.53821,-1.22335,0.0416993,6854.81,2769.87,8.11382,1.0017
alpha_user_raw[35],-0.426761,0.00432975,0.363961,0.368432,-1.03984,-0.424104,0.175455,7165.57,2734.01,8.48165,1.00164
alpha_user_raw[36],-0.249394,0.0114572,0.932498,0.914227,-1.7912,-0.245864,1.30104,6944.12,2718.49,8.21953,1.00307
alpha_user_raw[37],-0.694311,0.0111403,0.895002,0.874839,-2.14957,-0.702519,0.792235,6580.76,2646.58,7.78944,1.00131
alpha_user_raw[38],-2.32216,0.0060265,0.480763,0.462335,-3.14884,-2.30683,-1.53771,6377.71,2282.13,7.54909,1.00784
alpha_user_raw[39],-0.840605,0.00997015,0.799393,0.78876,-2.13996,-0.841128,0.498132,6578.88,2651.27,7.78721,0.999944
alpha_user_raw[40],-0.21842,0.0118146,0.954421,0.958651,-1.7945,-0.215242,1.36886,6580.16,3064.65,7.78871,1.00015
alpha_user_raw[41],-0.0676575,0.00862539,0.678614,0.663176,-1.18839,-0.080507,1.07494,6302.33,2499.39,7.45986,1.00185
alpha_user_raw[42],-0.446843,0.0122827,0.957006,0.935057,-2.0409,-0.444966,1.13438,6126.88,2592.25,7.25219,1.0015
alpha_user_raw[43],0.43047,0.0107658,0.920078,0.899705,-1.09341,0.418568,1.92665,7397.89,2499.93,8.75664,1.00296
alpha_user_raw[44],0.440178,0.0124078,0.978188,0.946947,-1.18529,0.436833,2.04577,6277.22,2727.67,7.43014,1.00619
alpha_user_raw[45],0.22808,0.0112758,0.976586,0.985007,-1.39307,0.224716,1.84247,7779.24,2460.19,9.20803,1.00107
alpha_user_raw[46],0.625399,0.0112696,0.931368,0.937414,-0.919771,0.610718,2.16208,6983.42,2774.69,8.26604,0.999984
alpha_user_raw[47],0.0729424,0.0128317,0.979345,0.971014,-1.54932,0.100392,1.71256,5916.32,2656.62,7.00296,1.0018
alpha_user_raw[48],0.442151,0.0122632,0.929,0.944216,-1.09471,0.428707,1.96567,5780.09,3040.54,6.8417,1.00229
alpha_user_raw[49],-0.107172,0.0103569,0.883464,0.875793,-1.54861,-0.102061,1.3271,7340.02,2669.63,8.68814,0.999623
alpha_user_raw[50],0.23674,0.0121172,0.975566,0.983229,-1.37093,0.248749,1.84492,6507.34,2945.52,7.70252,1.00038
alpha_user_raw[51],0.437144,0.012356,0.989931,1.0151,-1.15567,0.465108,2.06246,6543.19,2391.51,7.74496,1.00141
alpha_user_raw[52],0.44399,0.012343,0.934711,0.973674,-1.08047,0.453125,1.96402,5861.75,2702.7,6.93836,1.00152
alpha_user_raw[53],0.00434973,0.010012,0.794606,0.803922,-1.30368,0.00894812,1.30001,6393.7,3060.34,7.56802,1.00139
alpha_user_raw[54],-0.00942228,0.0121374,0.938182,0.923058,-1.53162,-0.0279323,1.50038,5951.28,2675.15,7.04434,1.00034
alpha_user_raw[55],0.342186,0.0108614,0.840172,0.863931,-1.05311,0.332266,1.74268,6162.05,2633.69,7.29382,1.0012
alpha_user_raw[56],-0.260756,0.0118824,0.943335,0.934824,-1.80891,-0.27223,1.31448,6333.58,2594.64,7.49685,0.999759
alpha_user_raw[57],-0.243718,0.012222,0.955715,0.959753,-1.79527,-0.233025,1.30065,6116.28,2703.67,7.23964,1.00135
alpha_user_raw[58],-0.472172,0.0135158,0.949698,0.957226,-2.0321,-0.484516,1.07041,4915.23,2698.6,5.81799,1.00222
alpha_user_raw[59],-0.251328,0.0122655,0.984121,0.94162,-1.87555,-0.272026,1.41354,6416.1,2709.99,7.59453,1.00152
alpha_user_raw[60],-0.232257,0.013221,0.991666,0.999427,-1.82696,-0.2417,1.41973,5725.49,3013.82,6.77708,1.0001
alpha_user_raw[61],0.446661,0.0110187,0.944353,0.965494,-1.09384,0.438156,1.99141,7477.45,2720.84,8.85082,1.00169
alpha_user_raw[62],-0.243575,0.0124368,0.984479,0.97569,-1.88526,-0.226831,1.36759,6295.29,2586.43,7.45153,1.00217
alpha_user_raw[63],-0.234974,0.011424,0.908899,0.893452,-1.76082,-0.236655,1.2987,6369.01,2922.7,7.53879,1.00276
alpha_user_raw[64],-0.658071,0.0118236,0.927069,0.915433,-2.17765,-0.647886,0.857072,6226.11,2183.23,7.36964,1.00042
alpha_user_raw[65],-0.221063,0.0112828,1.01175,1.01806,-1.90307,-0.216843,1.44556,8128.45,2502.37,9.62138,1.00129
alpha_user_raw[66],0.223692,0.0129107,1.00186,0.986819,-1.4162,0.224625,1.87357,6048.81,2708.04,7.15978,1.00068
alpha_user_raw[67],0.239515,0.0116369,0.985692,1.00994,-1.39941,0.231479,1.89294,7308.57,2489.15,8.65091,1.00054
alpha_user_raw[68],0.202317,0.0106418,0.934486,0.914121,-1.36544,0.230042,1.71872,7670.43,2460.11,9.07924,1.00409
alpha_user_raw[69],-0.234211,0.012577,1.00269,1.00154,-1.89664,-0.230975,1.46888,6390.42,2466.91,7.56414,1.00229
alpha_user_raw[70],0.342936,0.0113095,0.848494,0.849352,-1.0724,0.337349,1.73408,5699.04,2472.52,6.74577,1.00099
alpha_user_raw[71],-0.736566,0.0102682,0.790065,0.81721,-2.02555,-0.743854,0.580377,5955.97,2491.38,7.04989,0.999915
alpha_user_raw[72],-0.589484,0.0113134,0.930138,0.924449,-2.13778,-0.591737,0.92877,6665.27,2741.0,7.88946,1.00036
alpha_user_raw[73],0.67757,0.0121179,0.940403,0.939153,-0.8818,0.682811,2.2157,6043.57,2644.46,7.15358,1.00074
alpha_user_raw[74],0.230309,0.0117563,0.95703,0.954572,-1.32491,0.240707,1.79366,6656.53,2780.22,7.87911,1.00184
alpha_user_raw[75],-0.0699644,0.0105779,0.840094,0.834136,-1.435,-0.0861658,1.31161,6361.01,2382.35,7.52932,1.0008
alpha_user_raw[76],-0.241976,0.0118792,0.962994,0.962141,-1.79284,-0.251213,1.36736,6575.99,2878.7,7.78379,1.00038
alpha_user_raw[77],-0.229606,0.0122575,0.967289,0.989714,-1.83231,-0.246152,1.31942,6370.65,2591.9,7.54073,1.00422
alpha_user_raw[78],-0.248154,0.0116973,0.971586,0.996137,-1.80731,-0.247338,1.35488,7008.31,2805.11,8.2955,1.00104
alpha_user_raw[79],-0.439405,0.0125891,0.964398,0.957595,-1.97427,-0.430091,1.13892,5963.4,2425.24,7.05868,1.00241
alpha_user_raw[80],-1.13586,0.00909107,0.782549,0.752551,-2.47292,-1.10767,0.137782,7434.71,2639.02,8.80023,1.00346
alpha_user_raw[81],-0.24108,0.0122659,0.975299,0.986753,-1.85515,-0.236018,1.34612,6308.91,2624.83,7.46765,1.0022
alpha_user_raw[82],0.238493,0.012158,0.972206,0.947297,-1.36826,0.22248,1.85757,6456.16,2752.21,7.64194,0.99985
alpha_user_raw[83],0.232673,0.012523,0.969882,0.980244,-1.37911,0.234309,1.82652,6121.59,2440.24,7.24593,1.00197
alpha_user_raw[84],-0.238861,0.0119661,0.959545,0.961291,-1.79537,-0.245786,1.36957,6474.93,2932.15,7.66416,1.00186
alpha_user_raw[85],0.444749,0.0124949,0.954401,0.959128,-1.10421,0.44551,2.03405,6027.16,2466.22,7.13415,1.00363
alpha_user_raw[86],-0.24369,0.0131693,0.957393,0.984809,-1.78392,-0.259622,1.33329,5338.62,2944.54,6.31915,1.00045
alpha_user_raw[87],-0.0102301,0.0117704,0.949946,0.978869,-1.56258,-0.00445818,1.5345,6565.78,3035.22,7.7717,1.00057
alpha_user_raw[88],0.227472,0.0112722,0.995166,0.995465,-1.39241,0.242427,1.86947,7761.36,2788.6,9.18687,0.999697
alpha_user_raw[89],-0.833072,0.00828965,0.664885,0.69332,-1.94265,-0.835657,0.224727,6483.56,2733.68,7.67437,1.00173
alpha_user_raw[90],-0.248815,0.0117075,0.978854,0.977744,-1.822,-0.253231,1.35009,6998.21,2472.6,8.28356,1.00064
alpha_user_raw[91],0.297106,0.00602338,0.483187,0.478766,-0.495271,0.288115,1.07022,6482.18,2740.44,7.67274,1.00127
alpha_user_raw[92],-0.0483196,0.00993985,0.814085,0.787986,-1.37084,-0.0451957,1.27296,6793.13,2423.69,8.04081,1.00044
alpha_user_raw[93],0.199513,0.0107718,0.91517,0.905719,-1.28808,0.20569,1.65774,7349.17,2521.93,8.69897,1.00287
alpha_user_raw[94],0.235063,0.0120754,0.980051,0.966355,-1.37648,0.225817,1.86889,6620.0,2758.52,7.83588,1.00387
alpha_user_raw[95],0.222663,0.00960861,0.800015,0.79929,-1.06636,0.210387,1.56644,7003.91,2384.78,8.2903,1.00155
alpha_user_raw[96],-0.15311,0.00775216,0.591959,0.603161,-1.14642,-0.154108,0.81944,5939.39,2709.73,7.03027,1.00328
alpha_user_raw[97],0.201018,0.011738,0.866327,0.849621,-1.22363,0.21306,1.63955,5494.5,2676.3,6.50365,1.0001
alpha_user_raw[98],-0.22707,0.0115396,0.978836,0.989503,-1.8249,-0.228216,1.35198,7250.01,2552.41,8.5816,1.00113
alpha_user_raw[99],0.22103,0.0111262,0.964327,0.966428,-1.3892,0.216382,1.80672,7616.48,2621.0,9.01537,0.99985
alpha_user_raw[100],-0.0044078,0.0121904,0.940967,0.953094,-1.5564,0.00822422,1.54872,6093.06,2706.54,7.21216,1.00007
alpha_user_raw[101],0.550425,0.0111457,0.881004,0.897531,-0.879297,0.541075,2.00739,6264.53,2486.28,7.41512,1.0021
alpha_user_raw[102],0.412831,0.0104485,0.946074,0.969494,-1.11002,0.418733,1.95228,8325.82,2968.12,9.855,1.00029
alpha_user_raw[103],-0.228284,0.0127156,0.982908,0.964748,-1.84221,-0.246923,1.3376,6049.51,2520.69,7.16061,1.00027
alpha_user_raw[104],-0.561835,0.011105,0.857409,0.883377,-1.97574,-0.537043,0.861645,5961.24,2327.21,7.05612,1.00023
alpha_user_raw[105],-0.251803,0.012533,0.962832,0.959415,-1.83846,-0.252083,1.3083,5963.89,2515.15,7.05926,1.00079
alpha_user_raw[106],0.702392,0.00886738,0.715467,0.733573,-0.484397,0.694676,1.89099,6531.31,2627.41,7.7309,1.00159
alpha_user_raw[107],0.223517,0.0122729,0.983427,0.973132,-1.40768,0.226089,1.81719,6529.57,2546.54,7.72884,1.00178
alpha_user_raw[108],0.218448,0.013773,0.998974,0.985145,-1.42775,0.213958,1.82858,5291.03,2639.81,6.26282,1.00183
alpha_user_raw[109],0.215372,0.0119773,0.99394,0.984783,-1.38819,0.209168,1.86215,7054.74,2402.8,8.35047,1.00186
alpha_user_raw[110],-0.193828,0.00998177,0.803411,0.840156,-1.49796,-0.202162,1.10321,6547.43,2690.27,7.74998,1.00521
alpha_user_raw[111],-0.0423124,0.01137,0.906396,0.898479,-1.54583,-0.0325498,1.40838,6437.45,2778.87,7.6198,1.00165
alpha_user_raw[112],-0.241859,0.0120179,0.955923,0.952476,-1.81683,-0.240354,1.32745,6354.4,2598.69,7.5215,1.00322
alpha_user_raw[113],0.228481,0.0128539,0.961515,0.979238,-1.36171,0.227474,1.77935,5600.85,2520.73,6.62954,0.99948
alpha_user_raw[114],0.195432,0.0109153,0.919688,0.905897,-1.35514,0.186829,1.72989,6953.47,2748.02,8.2306,1.00256
alpha_user_raw[115],-0.0434275,0.0111954,0.891349,0.894361,-1.47622,-0.0449956,1.4518,6381.37,2521.44,7.55342,1.00239
alpha_user_raw[116],-0.56843,0.00899136,0.709444,0.701687,-1.74131,-0.566101,0.586556,6302.79,2787.59,7.4604,1.00361
alpha_user_raw[117],-0.50993,0.0111699,0.940925,0.969257,-2.02793,-0.509924,1.01979,7204.17,2756.79,8.52735,1.00086
alpha_user_raw[118],0.232432,0.0117032,0.954449,0.939897,-1.32077,0.242767,1.79467,6764.92,2482.53,8.00741,1.00232
alpha_user_raw[119],-0.449992,0.0124338,0.975791,0.979285,-2.07294,-0.451782,1.11768,6203.46,2630.18,7.34284,1.00142
alpha_user_raw[120],-0.223524,0.0119918,0.9692,0.970721,-1.86022,-0.21973,1.35246,6527.62,2894.33,7.72653,0.999856
alpha_user_raw[121],0.227738,0.011714,0.967822,0.975227,-1.34351,0.21983,1.83063,7019.38,2835.57,8.30861,1.00085
alpha_user_raw[122],0.22227,0.0121009,1.00407,1.00457,-1.40718,0.218351,1.90516,6873.8,2563.3,8.13629,1.0009
alpha_user_raw[123],0.209802,0.0116915,0.999422,0.995902,-1.433,0.201406,1.83738,7355.49,2879.04,8.70645,1.00268
alpha_user_raw[124],-0.461866,0.0116398,0.921932,0.890609,-1.96805,-0.481082,1.05038,6319.41,2411.09,7.48008,1.00386
alpha_user_raw[125],0.232009,0.0117747,0.979106,0.971536,-1.38496,0.221387,1.85675,7317.78,2480.06,8.66181,1.00404
alpha_user_raw[126],-0.230979,0.0127388,0.984288,1.00275,-1.81039,-0.232764,1.39765,6021.13,2876.07,7.12701,1.0005
alpha_user_raw[127],0.242705,0.0126078,0.974534,0.964147,-1.33996,0.232423,1.82053,5992.43,2770.32,7.09305,1.0045
alpha_user_raw[128],-0.243755,0.0125996,0.948699,0.961379,-1.76738,-0.241691,1.31243,5700.64,2815.35,6.74767,1.00164
alpha_user_raw[129],0.447533,0.0122261,0.96014,0.963301,-1.10933,0.433947,2.01778,6255.7,2753.32,7.40467,1.00208
alpha_user_raw[130],0.237792,0.0121146,0.97543,0.982868,-1.40402,0.243738,1.86941,6544.35,2814.75,7.74633,1.00107
alpha_user_raw[131],-0.215489,0.0116231,0.940522,0.952618,-1.76124,-0.204239,1.3199,6611.08,2408.25,7.82532,1.00011
alpha_user_raw[132],-0.24242,0.011881,0.94902,0.932878,-1.80859,-0.232338,1.35128,6406.79,2833.69,7.58351,1.0013
alpha_user_raw[133],0.159235,0.0110059,0.938753,0.958463,-1.37464,0.164343,1.70115,7378.74,3056.29,8.73397,1.00089
alpha_user_raw[134],0.630763,0.0115803,0.914371,0.909883,-0.860399,0.636261,2.11862,6404.43,2846.5,7.58072,1.00417
alpha_user_raw[135],0.228077,0.0113849,0.995472,0.982983,-1.4253,0.232906,1.86354,7735.96,2461.37,9.1568,1.00469
alpha_user_raw[136],-0.23859,0.0121899,0.895306,0.893323,-1.72884,-0.244828,1.24735,5418.87,2295.01,6.41413,1.00106
alpha_user_raw[137],-0.236149,0.0114433,0.963422,0.950367,-1.80778,-0.246162,1.34985,7110.19,2621.3,8.41611,1.00259
alpha_user_raw[138],0.222711,0.0125673,1.00382,0.982822,-1.4041,0.221641,1.85629,6433.97,2748.71,7.61568,1.00023
alpha_user_raw[139],0.542446,0.0119302,0.919485,0.890656,-0.974976,0.542735,2.05841,5992.52,2772.09,7.09314,1.00148
alpha_user_raw[140],0.374626,0.00868247,0.652733,0.633914,-0.699479,0.376904,1.45134,5721.46,2617.32,6.7723,1.00397
alpha_user_raw[141],-0.247283,0.0118614,0.957138,0.967275,-1.81882,-0.24889,1.35949,6438.83,2324.99,7.62143,1.00219
alpha_user_raw[142],-0.312028,0.0113379,0.928732,0.951411,-1.80385,-0.310958,1.19898,6710.66,2751.81,7.94319,1.00209
alpha_user_raw[143],-0.0189543,0.0109553,0.903638,0.928288,-1.50315,-0.0206272,1.4464,6918.61,3054.67,8.18933,1.00347
alpha_user_raw[144],-0.168943,0.00923977,0.746706,0.768968,-1.36615,-0.165334,1.02887,6584.98,2431.9,7.79442,0.999459
alpha_user_raw[145],-0.251598,0.0125226,0.98388,0.978691,-1.88412,-0.246825,1.32098,6286.74,2428.25,7.44141,1.00301
alpha_user_raw[146],0.212693,0.0111946,0.886385,0.872286,-1.25355,0.211206,1.65535,6295.86,3154.46,7.45221,1.00019
alpha_user_raw[147],-0.219155,0.0129075,0.978687,0.973287,-1.81782,-0.192994,1.38555,5801.91,2638.46,6.86753,1.00001
alpha_user_raw[148],0.235746,0.012336,0.999891,1.0251,-1.39971,0.214104,1.89158,6626.87,2967.35,7.84401,1.00229
alpha_user_raw[149],0.252811,0.0115837,0.977729,0.973019,-1.35122,0.249678,1.83952,7239.33,2714.5,8.56896,1.00063
alpha_user_raw[150],-0.231376,0.00989284,0.883446,0.872275,-1.66904,-0.225903,1.20597,8053.69,2905.26,9.53289,1.00088
alpha_user_raw[151],0.442539,0.0112891,0.937466,0.954387,-1.10047,0.422247,1.99808,6998.29,2638.34,8.28365,1.00135
alpha_user_raw[152],0.789744,0.0106376,0.895118,0.872504,-0.662181,0.762097,2.28666,7168.47,2574.75,8.48508,1.00127
alpha_user_raw[153],-0.246071,0.0125002,0.962828,0.915143,-1.84045,-0.222959,1.31524,5998.59,2900.86,7.10034,1.00084
alpha_user_raw[154],0.0379479,0.0100693,0.85921,0.854641,-1.40154,0.0285483,1.49244,7417.24,2938.85,8.77954,1.00297
alpha_user_raw[155],-0.446146,0.0117517,0.944322,0.93839,-1.98961,-0.445896,1.07124,6392.03,2710.63,7.56604,1.00121
alpha_user_raw[156],-0.245345,0.0124126,0.983189,1.00589,-1.86848,-0.247443,1.3511,6316.03,2655.29,7.47608,1.00334
